claim_id,claim_date,sale_id,repair_status
CLAIM10453,2025-02-25,SALE007466,Completed
CLAIM10454,2025-02-18,SALE000287,Completed
CLAIM10455,2025-01-25,SALE011999,Completed
CLAIM10456,2024-10-17,SALE015854,Completed
CLAIM10457,2025-03-10,SALE012884,In Progress
CLAIM10458,2024-06-22,SALE019047,Completed
CLAIM10459,2025-04-26,SALE005577,Completed
CLAIM10460,2024-08-07,SALE017427,Pending Parts
CLAIM10461,2025-05-01,SALE003869,Completed
CLAIM10462,2025-08-16,SALE000359,In Progress
CLAIM10463,2025-06-22,SALE000113,In Progress
CLAIM10464,2024-09-20,SALE006188,Completed
CLAIM10465,2025-06-25,SALE016284,Completed
CLAIM10466,2024-08-05,SALE013865,In Progress
CLAIM10467,2025-08-15,SALE013076,Completed
CLAIM10468,2024-06-15,SALE013428,In Progress
CLAIM10469,2025-08-18,SALE000780,Pending Parts
CLAIM10470,2025-04-30,SALE012629,Completed
CLAIM10471,2025-08-28,SALE011806,Completed
CLAIM10472,2025-07-03,SALE008410,Replaced
CLAIM10473,2025-02-22,SALE007855,Completed
CLAIM10474,2024-02-15,SALE003781,Completed
CLAIM10475,2025-08-26,SALE003458,Completed
CLAIM10476,2025-07-24,SALE000865,Completed
CLAIM10477,2025-08-23,SALE018281,Completed
CLAIM10478,2024-07-20,SALE010421,Pending Parts
CLAIM10479,2025-03-16,SALE008077,Completed
CLAIM10480,2025-05-24,SALE011666,Completed
CLAIM10481,2025-09-01,SALE019981,Completed
CLAIM10482,2025-06-16,SALE002273,Completed
CLAIM10483,2025-02-02,SALE007488,Completed
CLAIM10484,2024-07-02,SALE015434,Completed
CLAIM10485,2025-01-11,SALE014237,Pending Parts
CLAIM10486,2025-07-30,SALE003388,Completed
CLAIM10487,2024-12-07,SALE015817,In Progress
CLAIM10488,2025-08-06,SALE003637,Completed
CLAIM10489,2024-10-08,SALE010986,Completed
CLAIM10490,2024-11-08,SALE005309,Completed
CLAIM10491,2024-09-18,SALE015073,Pending Parts
CLAIM10492,2025-04-06,SALE013079,Completed
CLAIM10493,2025-08-22,SALE016114,Completed
CLAIM10494,2024-02-17,SALE002395,Completed
CLAIM10495,2024-03-08,SALE006322,Completed
CLAIM10496,2024-03-28,SALE000735,Completed
CLAIM10497,2024-07-16,SALE005439,Pending Parts
CLAIM10498,2025-02-21,SALE000788,Pending Parts
CLAIM10499,2025-04-02,SALE017418,Pending Parts
CLAIM10500,2024-12-26,SALE007608,Completed
CLAIM10501,2024-03-22,SALE003831,Completed
CLAIM10502,2024-12-14,SALE005844,Completed
CLAIM10503,2025-05-18,SALE003455,Pending Parts
CLAIM10504,2024-06-28,SALE005364,In Progress
CLAIM10505,2024-01-07,SALE014105,Completed
CLAIM10506,2025-06-20,SALE002692,Completed
CLAIM10507,2024-07-23,SALE006854,Pending Parts
CLAIM10508,2024-05-06,SALE005998,Pending Parts
CLAIM10509,2024-01-27,SALE017288,Completed
CLAIM10510,2025-08-23,SALE010690,Completed
CLAIM10511,2025-08-26,SALE000859,Completed
CLAIM10512,2025-08-14,SALE005636,Completed
CLAIM10513,2025-02-27,SALE011104,Completed
CLAIM10514,2025-07-29,SALE012979,Completed
CLAIM10515,2024-11-22,SALE007672,Completed
CLAIM10516,2025-03-30,SALE014003,Completed
CLAIM10517,2024-12-31,SALE017131,Completed
CLAIM10518,2025-07-04,SALE014189,Completed
CLAIM10519,2024-09-03,SALE010546,In Progress
CLAIM10520,2024-08-05,SALE003191,Completed
CLAIM10521,2025-05-29,SALE019238,Replaced
CLAIM10522,2025-06-16,SALE007117,Completed
CLAIM10523,2024-09-28,SALE004850,In Progress
CLAIM10524,2025-06-24,SALE002377,In Progress
CLAIM10525,2024-10-20,SALE006895,Completed
CLAIM10526,2025-02-16,SALE010036,Pending Parts
CLAIM10527,2024-09-10,SALE013005,In Progress
CLAIM10528,2025-04-24,SALE019570,Completed
CLAIM10529,2024-09-06,SALE014765,Completed
CLAIM10530,2024-12-20,SALE016709,Completed
CLAIM10531,2025-03-29,SALE014810,Completed
CLAIM10532,2025-07-03,SALE002562,Completed
CLAIM10533,2025-02-04,SALE014867,Pending Parts
CLAIM10534,2024-12-04,SALE004183,Completed
CLAIM10535,2025-04-24,SALE000182,Completed
CLAIM10536,2023-10-22,SALE005149,Completed
CLAIM10537,2024-12-03,SALE001470,Completed
CLAIM10538,2024-10-22,SALE015611,Completed
CLAIM10539,2025-08-28,SALE018537,In Progress
CLAIM10540,2025-04-07,SALE012984,In Progress
CLAIM10541,2025-05-28,SALE006337,Completed
CLAIM10542,2025-05-28,SALE017989,Completed
CLAIM10543,2025-07-18,SALE001494,Completed
CLAIM10544,2024-08-08,SALE001129,Completed
CLAIM10545,2025-04-11,SALE017267,Pending Parts
CLAIM10546,2025-06-11,SALE003279,Completed
CLAIM10547,2024-02-05,SALE007115,In Progress
CLAIM10548,2025-04-03,SALE006016,In Progress
CLAIM10549,2025-04-14,SALE014296,Completed
CLAIM10550,2024-03-22,SALE013355,Completed
CLAIM10551,2025-09-05,SALE000810,Completed
CLAIM10552,2024-07-25,SALE015109,Completed
CLAIM10553,2024-12-17,SALE009959,Completed
CLAIM10554,2024-09-10,SALE004728,Completed
CLAIM10555,2025-08-03,SALE019558,Pending Parts
CLAIM10556,2025-05-26,SALE018704,In Progress
CLAIM10557,2024-06-28,SALE009847,Completed
CLAIM10558,2024-03-22,SALE019989,In Progress
CLAIM10559,2025-05-02,SALE012048,Completed
CLAIM10560,2024-06-21,SALE010104,In Progress
CLAIM10561,2025-08-28,SALE017822,Completed
CLAIM10562,2024-11-13,SALE016560,Pending Parts
CLAIM10563,2024-08-29,SALE003001,Pending Parts
CLAIM10564,2024-05-21,SALE002741,Pending Parts
CLAIM10565,2024-12-10,SALE003103,Pending Parts
CLAIM10566,2025-04-28,SALE008531,Replaced
CLAIM10567,2025-02-25,SALE019875,In Progress
CLAIM10568,2024-11-18,SALE003337,Completed
CLAIM10569,2024-06-10,SALE012196,Replaced
CLAIM10570,2024-09-15,SALE010547,Completed
CLAIM10571,2025-04-13,SALE012685,Completed
CLAIM10572,2024-08-07,SALE015028,Replaced
CLAIM10573,2025-06-24,SALE017588,Completed
CLAIM10574,2025-03-24,SALE009391,In Progress
CLAIM10575,2024-07-16,SALE019984,Completed
CLAIM10576,2024-08-13,SALE006018,Completed
CLAIM10577,2025-02-21,SALE009213,Completed
CLAIM10578,2025-04-11,SALE009261,Completed
CLAIM10579,2024-05-23,SALE011744,Pending Parts
CLAIM10580,2024-11-22,SALE019091,Completed
CLAIM10581,2025-09-03,SALE012254,Completed
CLAIM10582,2025-07-20,SALE013594,Completed
CLAIM10583,2025-08-18,SALE011244,Completed
CLAIM10584,2025-06-08,SALE014882,In Progress
CLAIM10585,2024-09-25,SALE013481,Completed
CLAIM10586,2024-11-11,SALE005277,Completed
CLAIM10587,2024-08-24,SALE013430,In Progress
CLAIM10588,2025-08-23,SALE004437,Completed
CLAIM10589,2024-12-17,SALE007295,Pending Parts
CLAIM10590,2024-05-31,SALE017831,In Progress
CLAIM10591,2025-08-30,SALE005823,Completed
CLAIM10592,2024-05-22,SALE012178,Completed
CLAIM10593,2025-04-06,SALE012014,Completed
CLAIM10594,2025-08-15,SALE005156,Completed
CLAIM10595,2025-02-24,SALE009591,Completed
CLAIM10596,2025-06-13,SALE002661,Completed
CLAIM10597,2024-05-21,SALE014461,Completed
CLAIM10598,2024-03-01,SALE016019,Completed
CLAIM10599,2025-02-13,SALE005458,Completed
CLAIM10600,2025-04-07,SALE016849,In Progress
CLAIM10601,2024-12-22,SALE003308,In Progress
CLAIM10602,2025-08-11,SALE019968,In Progress
CLAIM10603,2025-04-20,SALE017860,Completed
CLAIM10604,2024-12-17,SALE019676,Completed
CLAIM10605,2024-01-04,SALE015682,Completed
CLAIM10606,2024-07-05,SALE006683,In Progress
CLAIM10607,2025-06-28,SALE006938,Completed
CLAIM10608,2025-09-04,SALE013936,In Progress
CLAIM10609,2024-06-01,SALE018393,Pending Parts
CLAIM10610,2024-08-11,SALE000955,Completed
CLAIM10611,2025-06-05,SALE003444,Completed
CLAIM10612,2025-04-20,SALE010576,Pending Parts
CLAIM10613,2025-03-17,SALE017079,Completed
CLAIM10614,2025-07-08,SALE001283,Completed
CLAIM10615,2024-07-21,SALE002747,Pending Parts
CLAIM10616,2025-01-16,SALE012455,Pending Parts
CLAIM10617,2025-08-01,SALE001170,Completed
CLAIM10618,2024-06-11,SALE004021,Pending Parts
CLAIM10619,2025-04-02,SALE003679,In Progress
CLAIM10620,2025-05-28,SALE017958,Replaced
CLAIM10621,2024-11-26,SALE012220,Replaced
CLAIM10622,2025-08-28,SALE005840,Completed
CLAIM10623,2024-11-05,SALE013032,In Progress
CLAIM10624,2025-08-30,SALE019247,In Progress
CLAIM10625,2025-05-02,SALE017007,Completed
CLAIM10626,2025-08-08,SALE001208,Completed
CLAIM10627,2024-12-27,SALE004937,Completed
CLAIM10628,2025-07-21,SALE004707,Completed
CLAIM10629,2025-07-03,SALE009942,Completed
CLAIM10630,2025-04-21,SALE010965,Completed
CLAIM10631,2025-04-01,SALE015055,In Progress
CLAIM10632,2025-07-28,SALE014998,Pending Parts
CLAIM10633,2025-08-16,SALE005433,Completed
CLAIM10634,2024-10-17,SALE009392,Completed
CLAIM10635,2024-01-11,SALE010095,Completed
CLAIM10636,2025-07-18,SALE009239,Completed
CLAIM10637,2024-12-30,SALE008299,Pending Parts
CLAIM10638,2025-03-29,SALE008625,Completed
CLAIM10639,2024-09-09,SALE015299,Completed
CLAIM10640,2024-07-24,SALE006963,Completed
CLAIM10641,2025-07-09,SALE008526,In Progress
CLAIM10642,2025-04-09,SALE003281,Completed
CLAIM10643,2025-08-31,SALE009207,Completed
CLAIM10644,2024-03-17,SALE019761,In Progress
CLAIM10645,2024-06-03,SALE013413,Completed
CLAIM10646,2023-12-27,SALE011407,In Progress
CLAIM10647,2025-09-05,SALE006090,Completed
CLAIM10648,2024-04-05,SALE004692,Completed
CLAIM10649,2025-04-21,SALE003525,Pending Parts
CLAIM10650,2025-07-04,SALE000589,In Progress
CLAIM10651,2025-07-23,SALE015874,Completed
CLAIM10652,2025-08-01,SALE013409,Completed
CLAIM10653,2025-08-19,SALE004078,Replaced
CLAIM10654,2025-07-08,SALE005565,Completed
CLAIM10655,2024-10-13,SALE002833,Completed
CLAIM10656,2025-01-30,SALE001050,Completed
CLAIM10657,2025-04-05,SALE005767,Completed
CLAIM10658,2024-07-10,SALE001035,Completed
CLAIM10659,2024-08-03,SALE018293,Completed
CLAIM10660,2024-07-23,SALE010381,Completed
CLAIM10661,2025-03-31,SALE014902,Pending Parts
CLAIM10662,2025-03-14,SALE006223,Completed
CLAIM10663,2024-02-19,SALE006881,Completed
CLAIM10664,2024-10-13,SALE000349,Completed
CLAIM10665,2025-08-31,SALE018108,In Progress
CLAIM10666,2025-08-28,SALE013376,In Progress
CLAIM10667,2024-07-23,SALE012025,In Progress
CLAIM10668,2024-07-16,SALE002485,Completed
CLAIM10669,2024-10-22,SALE015878,Completed
CLAIM10670,2024-06-08,SALE007705,Completed
CLAIM10671,2024-01-02,SALE013095,In Progress
CLAIM10672,2025-02-11,SALE005865,In Progress
CLAIM10673,2025-01-12,SALE010234,In Progress
CLAIM10674,2024-06-15,SALE011415,Completed
CLAIM10675,2024-07-11,SALE006803,In Progress
CLAIM10676,2024-08-11,SALE018669,Replaced
CLAIM10677,2024-06-27,SALE012620,Replaced
CLAIM10678,2024-06-20,SALE008939,Completed
CLAIM10679,2024-02-14,SALE012165,Completed
CLAIM10680,2025-07-31,SALE013949,Pending Parts
CLAIM10681,2025-06-10,SALE000638,Completed
CLAIM10682,2025-01-26,SALE003496,Completed
CLAIM10683,2024-11-21,SALE000332,In Progress
CLAIM10684,2024-03-06,SALE002660,In Progress
CLAIM10685,2025-05-31,SALE002942,Replaced
CLAIM10686,2025-08-18,SALE011028,Completed
CLAIM10687,2025-07-06,SALE019611,Completed
CLAIM10688,2025-04-18,SALE012788,Pending Parts
CLAIM10689,2025-07-30,SALE014476,Completed
CLAIM10690,2025-08-12,SALE017658,Completed
CLAIM10691,2024-10-30,SALE009819,Completed
CLAIM10692,2024-12-14,SALE002931,Completed
CLAIM10693,2024-08-03,SALE009482,Completed
CLAIM10694,2025-07-17,SALE013236,Completed
CLAIM10695,2024-11-23,SALE014432,Completed
CLAIM10696,2024-12-17,SALE003678,Replaced
CLAIM10697,2025-08-29,SALE019550,Pending Parts
CLAIM10698,2025-04-30,SALE003130,In Progress
CLAIM10699,2024-10-25,SALE002512,In Progress
CLAIM10700,2025-03-28,SALE018955,Completed
CLAIM10701,2025-03-02,SALE005818,Completed
CLAIM10702,2024-12-29,SALE004250,Completed
CLAIM10703,2025-07-13,SALE017398,Completed
CLAIM10704,2024-07-15,SALE017979,Completed
CLAIM10705,2025-01-31,SALE015078,In Progress
CLAIM10706,2025-05-13,SALE009495,In Progress
CLAIM10707,2025-05-07,SALE013977,Completed
CLAIM10708,2025-05-18,SALE003780,In Progress
CLAIM10709,2025-05-19,SALE014312,Completed
CLAIM10710,2025-06-21,SALE014381,Completed
CLAIM10711,2024-12-02,SALE009385,Completed
CLAIM10712,2025-04-16,SALE001865,In Progress
CLAIM10713,2024-07-02,SALE009812,Completed
CLAIM10714,2025-07-04,SALE018057,Completed
CLAIM10715,2025-08-01,SALE011022,Completed
CLAIM10716,2024-07-24,SALE003325,Completed
CLAIM10717,2025-07-02,SALE018787,Completed
CLAIM10718,2025-09-02,SALE001744,Completed
CLAIM10719,2025-06-23,SALE005507,Replaced
CLAIM10720,2025-06-28,SALE000596,Completed
CLAIM10721,2025-01-13,SALE004370,Completed
CLAIM10722,2025-05-26,SALE018750,Completed
CLAIM10723,2024-11-15,SALE019104,Completed
CLAIM10724,2025-09-05,SALE006436,Pending Parts
CLAIM10725,2025-02-04,SALE013831,Completed
CLAIM10726,2024-04-09,SALE008906,In Progress
CLAIM10727,2024-10-24,SALE014298,Completed
CLAIM10728,2025-07-06,SALE008090,Completed
CLAIM10729,2025-05-22,SALE009019,Completed
CLAIM10730,2025-08-22,SALE008193,Pending Parts
CLAIM10731,2025-02-20,SALE000529,Pending Parts
CLAIM10732,2024-11-12,SALE001286,Completed
CLAIM10733,2025-07-14,SALE016646,Completed
CLAIM10734,2025-05-11,SALE018372,Completed
CLAIM10735,2025-08-23,SALE011493,Replaced
CLAIM10736,2025-04-28,SALE014683,Completed
CLAIM10737,2025-04-24,SALE002927,Completed
CLAIM10738,2025-03-20,SALE006926,Completed
CLAIM10739,2025-07-07,SALE008794,Completed
CLAIM10740,2025-09-04,SALE004891,Pending Parts
CLAIM10741,2024-04-22,SALE003051,Completed
CLAIM10742,2024-12-12,SALE010425,Replaced
CLAIM10743,2025-08-24,SALE016337,Completed
CLAIM10744,2024-11-18,SALE010438,Completed
CLAIM10745,2024-10-08,SALE003116,In Progress
CLAIM10746,2025-04-21,SALE005533,Completed
CLAIM10747,2025-08-08,SALE005822,Completed
CLAIM10748,2025-08-09,SALE017682,In Progress
CLAIM10749,2025-08-16,SALE006792,Completed
CLAIM10750,2025-05-22,SALE000666,Completed
CLAIM10751,2025-02-20,SALE003402,Completed
CLAIM10752,2024-03-24,SALE018317,Completed
CLAIM10753,2024-04-30,SALE006339,Completed
CLAIM10754,2024-10-28,SALE014404,In Progress
CLAIM10755,2024-08-12,SALE003085,Completed
CLAIM10756,2025-01-06,SALE013969,In Progress
CLAIM10757,2025-07-22,SALE000576,Replaced
CLAIM10758,2024-03-14,SALE016327,Completed
CLAIM10759,2024-06-11,SALE007282,Completed
CLAIM10760,2024-11-22,SALE018862,Completed
CLAIM10761,2025-01-08,SALE007455,Completed
CLAIM10762,2024-11-28,SALE004053,Completed
CLAIM10763,2024-01-29,SALE014190,Replaced
CLAIM10764,2025-02-12,SALE009359,In Progress
CLAIM10765,2024-10-16,SALE013132,Replaced
CLAIM10766,2025-01-07,SALE001642,Completed
CLAIM10767,2025-05-29,SALE005801,Completed
CLAIM10768,2025-05-17,SALE013167,In Progress
CLAIM10769,2025-01-21,SALE013600,Completed
CLAIM10770,2025-08-21,SALE005547,Completed
CLAIM10771,2025-06-16,SALE002256,Completed
CLAIM10772,2025-03-02,SALE009367,Completed
CLAIM10773,2024-12-04,SALE013707,In Progress
CLAIM10774,2024-04-24,SALE007689,Pending Parts
CLAIM10775,2025-08-06,SALE016809,Completed
CLAIM10776,2024-12-02,SALE002649,Pending Parts
CLAIM10777,2024-01-09,SALE006242,In Progress
CLAIM10778,2024-12-15,SALE017692,Completed
CLAIM10779,2024-07-05,SALE002985,Completed
CLAIM10780,2025-09-04,SALE009840,In Progress
CLAIM10781,2025-04-30,SALE010958,Completed
CLAIM10782,2025-06-18,SALE007037,Completed
CLAIM10783,2024-04-14,SALE018188,Completed
CLAIM10784,2024-07-11,SALE009539,Completed
CLAIM10785,2025-03-16,SALE003813,Completed
CLAIM10786,2024-11-19,SALE019265,In Progress
CLAIM10787,2025-05-03,SALE018049,Pending Parts
CLAIM10788,2025-05-01,SALE014556,Pending Parts
CLAIM10789,2025-07-24,SALE008337,Completed
CLAIM10790,2025-02-07,SALE015984,Completed
CLAIM10791,2024-09-10,SALE012635,Completed
CLAIM10792,2024-08-24,SALE000204,Replaced
CLAIM10793,2025-07-31,SALE007893,Completed
CLAIM10794,2025-07-06,SALE009187,Completed
CLAIM10795,2025-08-27,SALE007154,In Progress
CLAIM10796,2025-08-03,SALE011455,Completed
CLAIM10797,2024-11-07,SALE006423,Completed
CLAIM10798,2023-12-06,SALE014408,Pending Parts
CLAIM10799,2025-07-29,SALE019863,Pending Parts
CLAIM10800,2024-02-26,SALE010145,Completed
CLAIM10801,2024-03-16,SALE002021,Completed
CLAIM10802,2025-07-09,SALE004758,Replaced
CLAIM10803,2024-09-06,SALE007539,Completed
CLAIM10804,2025-02-12,SALE013129,Pending Parts
CLAIM10805,2024-02-28,SALE006370,In Progress
CLAIM10806,2025-05-19,SALE015388,In Progress
CLAIM10807,2024-01-28,SALE013506,Pending Parts
CLAIM10808,2024-06-15,SALE016378,Completed
CLAIM10809,2025-01-22,SALE013986,Pending Parts
CLAIM10810,2025-07-30,SALE000144,In Progress
CLAIM10811,2024-08-06,SALE011248,In Progress
CLAIM10812,2025-02-04,SALE014621,In Progress
CLAIM10813,2025-08-30,SALE018518,In Progress
CLAIM10814,2024-02-16,SALE001492,Pending Parts
CLAIM10815,2024-07-04,SALE017832,Replaced
CLAIM10816,2024-10-02,SALE017862,Completed
CLAIM10817,2024-04-18,SALE016778,Pending Parts
CLAIM10818,2024-06-28,SALE012792,Pending Parts
CLAIM10819,2025-07-13,SALE018905,Completed
CLAIM10820,2025-04-13,SALE013521,In Progress
CLAIM10821,2025-07-02,SALE016013,Completed
CLAIM10822,2024-09-08,SALE010629,Completed
CLAIM10823,2024-06-14,SALE014366,Completed
CLAIM10824,2025-04-26,SALE013728,In Progress
CLAIM10825,2024-08-28,SALE005460,Completed
CLAIM10826,2025-08-18,SALE014731,In Progress
CLAIM10827,2024-03-23,SALE003322,Pending Parts
CLAIM10828,2025-01-23,SALE002717,Completed
CLAIM10829,2025-08-16,SALE015451,Pending Parts
CLAIM10830,2024-04-07,SALE000562,Completed
CLAIM10831,2024-02-05,SALE002140,Completed
CLAIM10832,2024-06-25,SALE008269,Completed
CLAIM10833,2025-03-04,SALE006584,In Progress
CLAIM10834,2025-04-21,SALE010891,Completed
CLAIM10835,2025-07-01,SALE014056,Completed
CLAIM10836,2025-02-25,SALE008219,Completed
CLAIM10837,2025-03-03,SALE016434,Completed
CLAIM10838,2025-09-04,SALE016580,Completed
CLAIM10839,2025-05-20,SALE006046,Completed
CLAIM10840,2024-04-04,SALE008837,Completed
CLAIM10841,2024-12-18,SALE019077,Pending Parts
CLAIM10842,2025-08-28,SALE003483,Completed
CLAIM10843,2025-08-20,SALE001141,Replaced
CLAIM10844,2025-04-13,SALE001457,Completed
CLAIM10845,2024-09-01,SALE006312,Pending Parts
CLAIM10846,2025-04-12,SALE002648,Completed
CLAIM10847,2023-12-27,SALE017586,Completed
CLAIM10848,2024-12-19,SALE000973,Pending Parts
CLAIM10849,2025-08-07,SALE006638,Completed
CLAIM10850,2025-09-05,SALE005809,Completed
CLAIM10851,2025-05-17,SALE017657,In Progress
CLAIM10852,2024-01-16,SALE018093,Completed
CLAIM10853,2025-04-20,SALE004147,Pending Parts
CLAIM10854,2024-08-28,SALE010609,Completed
CLAIM10855,2024-10-14,SALE009515,In Progress
CLAIM10856,2024-07-13,SALE018903,In Progress
CLAIM10857,2023-12-10,SALE005959,Completed
CLAIM10858,2025-07-11,SALE017197,In Progress
CLAIM10859,2025-04-17,SALE003293,Completed
CLAIM10860,2025-07-20,SALE001281,In Progress
CLAIM10861,2025-03-24,SALE000299,Completed
CLAIM10862,2024-05-04,SALE005570,Completed
CLAIM10863,2025-04-12,SALE015057,Completed
CLAIM10864,2025-07-30,SALE007192,Completed
CLAIM10865,2024-10-05,SALE014980,Pending Parts
CLAIM10866,2025-08-08,SALE010652,Pending Parts
CLAIM10867,2025-05-21,SALE000741,Completed
CLAIM10868,2024-03-07,SALE003358,Completed
CLAIM10869,2024-03-12,SALE011913,In Progress
CLAIM10870,2024-01-27,SALE014610,Pending Parts
CLAIM10871,2025-03-02,SALE007553,Completed
CLAIM10872,2024-11-09,SALE016007,Replaced
CLAIM10873,2025-06-18,SALE006789,Pending Parts
CLAIM10874,2024-09-15,SALE018719,Completed
CLAIM10875,2025-09-04,SALE008943,Completed
CLAIM10876,2025-08-20,SALE005418,Pending Parts
CLAIM10877,2024-08-12,SALE008979,In Progress
CLAIM10878,2025-01-25,SALE006276,In Progress
CLAIM10879,2025-06-14,SALE013585,Completed
CLAIM10880,2024-04-16,SALE012174,Completed
CLAIM10881,2025-08-15,SALE017386,Completed
CLAIM10882,2025-03-07,SALE018076,Pending Parts
CLAIM10883,2024-09-17,SALE013255,Completed
CLAIM10884,2023-10-25,SALE003340,Replaced
CLAIM10885,2024-06-12,SALE012085,Completed
CLAIM10886,2023-11-22,SALE002640,Pending Parts
CLAIM10887,2024-12-10,SALE013642,Completed
CLAIM10888,2025-07-31,SALE014177,Completed
CLAIM10889,2025-02-21,SALE018899,Completed
CLAIM10890,2025-01-21,SALE019728,Completed
CLAIM10891,2025-04-01,SALE005463,Completed
CLAIM10892,2024-06-15,SALE002738,Completed
CLAIM10893,2025-08-09,SALE001662,Pending Parts
CLAIM10894,2025-05-13,SALE015274,Completed
CLAIM10895,2025-06-15,SALE015032,In Progress
CLAIM10896,2025-06-22,SALE009236,Completed
CLAIM10897,2025-01-14,SALE013158,Pending Parts
CLAIM10898,2024-12-06,SALE015060,Completed
CLAIM10899,2024-05-18,SALE015559,Completed
CLAIM10900,2024-09-24,SALE018796,Completed
CLAIM10901,2025-02-27,SALE000081,Completed
CLAIM10902,2025-07-18,SALE008392,Completed
CLAIM10903,2025-07-10,SALE012054,In Progress
CLAIM10904,2024-05-16,SALE009037,Pending Parts
CLAIM10905,2025-07-11,SALE016718,Pending Parts
CLAIM10906,2025-04-26,SALE010724,Completed
CLAIM10907,2024-12-07,SALE010643,Completed
CLAIM10908,2025-08-24,SALE001892,Completed
CLAIM10909,2025-08-26,SALE016171,In Progress
CLAIM10910,2024-08-18,SALE002034,In Progress
CLAIM10911,2024-08-22,SALE004948,Completed
CLAIM10912,2024-09-06,SALE011243,Completed
CLAIM10913,2024-10-02,SALE011475,Completed
CLAIM10914,2024-12-18,SALE016956,Completed
CLAIM10915,2025-07-12,SALE005870,Pending Parts
CLAIM10916,2025-03-28,SALE000977,In Progress
CLAIM10917,2025-07-07,SALE013588,Pending Parts
CLAIM10918,2025-03-22,SALE014076,In Progress
CLAIM10919,2024-06-11,SALE014899,Completed
CLAIM10920,2025-08-30,SALE018731,Completed
CLAIM10921,2025-08-07,SALE004363,Completed
CLAIM10922,2025-06-29,SALE007852,Pending Parts
CLAIM10923,2024-12-02,SALE017424,Completed
CLAIM10924,2023-10-15,SALE002647,Completed
CLAIM10925,2024-02-29,SALE006579,Completed
CLAIM10926,2025-01-20,SALE018398,Pending Parts
CLAIM10927,2025-04-03,SALE014666,In Progress
CLAIM10928,2025-08-24,SALE011101,Completed
CLAIM10929,2024-07-26,SALE015040,Completed
CLAIM10930,2024-03-01,SALE002993,Completed
CLAIM10931,2025-08-26,SALE002815,Pending Parts
CLAIM10932,2024-10-29,SALE006750,In Progress
CLAIM10933,2024-11-02,SALE004968,Completed
CLAIM10934,2025-04-10,SALE014086,Completed
CLAIM10935,2024-07-30,SALE002223,Pending Parts
CLAIM10936,2025-08-31,SALE019969,In Progress
CLAIM10937,2025-09-01,SALE004374,Completed
CLAIM10938,2024-11-30,SALE015247,Completed
CLAIM10939,2024-07-21,SALE002922,Completed
CLAIM10940,2025-01-19,SALE004676,Completed
CLAIM10941,2025-05-17,SALE005580,Pending Parts
CLAIM10942,2025-04-22,SALE011571,Pending Parts
CLAIM10943,2024-12-06,SALE013353,Completed
CLAIM10944,2025-03-19,SALE015005,Pending Parts
CLAIM10945,2025-08-23,SALE016033,In Progress
CLAIM10946,2024-11-04,SALE002073,Completed
CLAIM10947,2025-08-19,SALE009981,Completed
CLAIM10948,2025-08-23,SALE000429,In Progress
CLAIM10949,2025-09-05,SALE008797,Completed
CLAIM10950,2024-06-19,SALE013688,Completed
CLAIM10951,2025-05-09,SALE007431,Pending Parts
CLAIM10952,2024-04-10,SALE013735,Completed
CLAIM10953,2024-04-09,SALE004530,Completed
CLAIM10954,2025-08-21,SALE017570,Completed
CLAIM10955,2024-01-14,SALE006020,Replaced
CLAIM10956,2025-08-11,SALE003888,Completed
CLAIM10957,2025-07-06,SALE019794,Completed
CLAIM10958,2025-08-16,SALE019345,Completed
CLAIM10959,2025-07-27,SALE005529,Completed
CLAIM10960,2025-08-01,SALE016601,Completed
CLAIM10961,2025-03-24,SALE015949,Completed
CLAIM10962,2025-05-02,SALE009336,Completed
CLAIM10963,2025-07-17,SALE012391,Completed
CLAIM10964,2024-09-07,SALE010762,Replaced
CLAIM10965,2025-09-05,SALE000314,Replaced
CLAIM10966,2025-05-29,SALE001604,Pending Parts
CLAIM10967,2025-06-27,SALE012435,In Progress
CLAIM10968,2025-09-01,SALE008994,In Progress
CLAIM10969,2025-09-04,SALE001673,In Progress
CLAIM10970,2025-08-17,SALE015861,In Progress
CLAIM10971,2025-02-10,SALE009915,In Progress
CLAIM10972,2024-12-05,SALE005025,Completed
CLAIM10973,2025-05-25,SALE006295,Completed
CLAIM10974,2025-08-10,SALE006387,Completed
CLAIM10975,2024-02-03,SALE015609,Completed
CLAIM10976,2024-09-12,SALE014758,In Progress
CLAIM10977,2025-07-04,SALE013650,Completed
CLAIM10978,2025-08-15,SALE018777,Completed
CLAIM10979,2025-08-05,SALE000642,In Progress
CLAIM10980,2025-08-15,SALE007999,Completed
CLAIM10981,2024-11-28,SALE017756,Completed
CLAIM10982,2025-08-06,SALE019099,Completed
CLAIM10983,2025-07-04,SALE011583,Completed
CLAIM10984,2025-05-29,SALE007669,In Progress
CLAIM10985,2024-06-04,SALE000251,Completed
CLAIM10986,2025-07-02,SALE010072,In Progress
CLAIM10987,2024-08-08,SALE004045,Replaced
CLAIM10988,2025-07-14,SALE010993,Completed
CLAIM10989,2024-10-14,SALE001664,In Progress
CLAIM10990,2024-02-15,SALE012102,Completed
CLAIM10991,2025-07-22,SALE014851,Completed
CLAIM10992,2024-06-08,SALE019701,In Progress
CLAIM10993,2025-08-04,SALE007688,Completed
CLAIM10994,2025-01-16,SALE014595,Pending Parts
CLAIM10995,2024-10-17,SALE003494,Completed
CLAIM10996,2024-04-11,SALE018754,Completed
